-1.008566141128540039e+00,1.042911410331726074e+00,-2.704913914203643799e-01,-1.179492250084877014e-01,-1.429088860750198364e-01,-4.827364385128021240e-01,1.256306469440460205e-01,1.919527798891067505e-01,-1.078728735446929932e-01,-7.798970341682434082e-01,8.137732744216918945e-01,-6.896989941596984863e-01,3.419321477413177490e-01,3.759331405162811279e-01,-9.601946473121643066e-01,7.241644263267517090e-01,5.168076753616333008e-01,-7.080534696578979492e-01,-4.183555841445922852e-01,-5.730454325675964355e-01,9.972177147865295410e-01,-1.240059494972229004e+00,7.767775654792785645e-01,-1.745873928070068359e+00,7.489918470382690430e-01,3.704916238784790039e-01,-3.173347115516662598e-01,1.043178796768188477e+00,3.377957344055175781e-01,6.931599974632263184e-01,5.859102606773376465e-01,7.722324132919311523e-01
-9.049842357635498047e-01,1.009201526641845703e+00,-1.859201639890670776e-01,-5.802295207977294922e-01,-5.026760101318359375e-01,-1.707403659820556641e+00,-3.380995690822601318e-01,1.194382429122924805e+00,5.191815495491027832e-01,-8.387176394462585449e-01,8.055099844932556152e-01,-1.143871188163757324e+00,3.436301052570343018e-01,8.437868356704711914e-01,2.826972305774688721e-01,5.870028734207153320e-01,5.330229550600051880e-02,-9.293810725212097168e-01,-7.329008579254150391e-01,3.775712251663208008e-01,1.086709022521972656e+00,-9.867702126502990723e-01,2.494294643402099609e-01,-9.332805871963500977e-01,9.964511990547180176e-01,-4.166822135448455811e-01,-1.286888957023620605e+00,1.109676599502563477e+00,1.141017436981201172e+00,1.068478345870971680e+00,3.649983108043670654e-01,8.861039280891418457e-01
-6.225086450576782227e-01,7.844172120094299316e-01,2.872369484975934029e-03,-5.259457826614379883e-01,6.335543990135192871e-01,1.253849387168884277e+00,3.021221160888671875e-01,1.514550298452377319e-01,8.819312453269958496e-01,-7.047443389892578125e-01,4.263357520103454590e-01,-3.545178771018981934e-01,-7.043086886405944824e-01,7.105965614318847656e-01,8.283316344022750854e-02,5.553135275840759277e-01,8.964096903800964355e-01,-6.554581522941589355e-01,1.509505659341812134e-01,-7.817574143409729004e-01,2.705671787261962891e-01,1.185333371162414551e+00,6.006742715835571289e-01,-5.524080753326416016e+00,4.961040914058685303e-01,9.721513390541076660e-01,4.276802837848663330e-01,9.010134339332580566e-01,-1.164817452430725098e+00,-8.394094705581665039e-01,1.003991246223449707e+00,8.854995965957641602e-01
-6.435263752937316895e-01,6.509162783622741699e-01,-9.473631531000137329e-02,-2.997124791145324707e-01,-2.843145728111267090e-01,6.096797585487365723e-01,-2.898572981357574463e-01,2.254660844802856445e+00,5.667666792869567871e-01,-4.637392461299896240e-01,7.540789246559143066e-01,-4.700137674808502197e-01,-1.841502040624618530e-01,3.098199963569641113e-01,8.983958512544631958e-02,3.872649371623992920e-01,6.327264904975891113e-01,-3.402458429336547852e-01,-1.000801324844360352e-01,-6.113386154174804688e-01,6.894885897636413574e-01,-7.661730647087097168e-01,4.300757646560668945e-01,3.681855499744415283e-01,6.946140527725219727e-01,6.692832112312316895e-01,1.997283697128295898e-01,6.467608809471130371e-01,-7.153269052505493164e-01,1.504143420606851578e-02,-4.434099197387695312e-01,7.124825119972229004e-01
-7.927657961845397949e-01,4.361844062805175781e-01,-5.648341178894042969e-01,-3.991656303405761719e-01,-9.552659839391708374e-02,-5.699405074119567871e-02,7.733169198036193848e-02,1.824911594390869141e+00,5.884791016578674316e-01,-6.970122456550598145e-01,9.593449831008911133e-01,-4.957346320152282715e-01,5.182798504829406738e-01,7.382147312164306641e-01,1.278671324253082275e-01,4.009956419467926025e-01,2.769920229911804199e-01,-4.740019142627716064e-01,-1.241864860057830811e-01,-6.736320257186889648e-01,5.474607944488525391e-01,-4.828163981437683105e-02,5.165173411369323730e-01,-1.040140688419342041e-01,6.172375082969665527e-01,6.185475587844848633e-01,1.870904088020324707e+00,5.950731039047241211e-01,-1.369743704795837402e+00,5.969243049621582031e-01,-2.047506272792816162e-01,7.637780308723449707e-01
-7.492993474006652832e-01,7.500883936882019043e-01,-3.944164216518402100e-01,-1.385433226823806763e-01,-7.978372275829315186e-02,-1.995790600776672363e-01,-1.957961618900299072e-01,-1.495653837919235229e-01,2.582296133041381836e-01,-7.641108632087707520e-01,7.011651396751403809e-01,-6.831346154212951660e-01,3.419358432292938232e-01,6.662113070487976074e-01,-1.964561045169830322e-01,2.701447606086730957e-01,4.353645443916320801e-01,-6.047907471656799316e-01,-4.734766483306884766e-01,-4.961921870708465576e-01,6.059709787368774414e-01,-5.408784151077270508e-01,4.626267254352569580e-01,-5.018732547760009766e-01,6.918494701385498047e-01,3.329179584980010986e-01,-2.136617302894592285e-01,6.477182507514953613e-01,-4.828180372714996338e-01,4.971597194671630859e-01,-1.674229800701141357e-01,7.081583142280578613e-01
-7.551558613777160645e-01,1.018586516380310059e+00,7.968379557132720947e-02,-8.779774904251098633e-01,-8.674870729446411133e-01,1.829909980297088623e-01,-4.130751490592956543e-01,4.287244379520416260e-02,6.076722741127014160e-01,-3.702764809131622314e-01,2.580310404300689697e-01,-4.892386198043823242e-01,4.247137010097503662e-01,5.017924904823303223e-01,3.058160841464996338e-01,8.771928548812866211e-01,5.672394037246704102e-01,-8.581858873367309570e-01,-7.358750104904174805e-01,-3.003782629966735840e-01,1.137092709541320801e+00,1.484776586294174194e-01,5.598139762878417969e-01,5.410444140434265137e-01,8.106868863105773926e-01,2.334124594926834106e-01,7.301346659660339355e-01,1.004329442977905273e+00,1.517637372016906738e+00,2.311886996030807495e-01,6.827155351638793945e-01,8.753070235252380371e-01
-5.270740389823913574e-01,5.377935171127319336e-01,-5.908865332603454590e-01,-5.191711783409118652e-01,-9.698933362960815430e-02,4.249967634677886963e-01,2.356242984533309937e-01,2.055130004882812500e+00,7.471524477005004883e-01,-6.359001994132995605e-01,8.769326806068420410e-01,-5.458289980888366699e-01,5.143713951110839844e-01,8.422437906265258789e-01,2.354883849620819092e-01,5.526084303855895996e-01,4.004868566989898682e-01,-4.168840348720550537e-01,-8.898946456611156464e-03,-7.911600470542907715e-01,7.257578969001770020e-01,8.695385605096817017e-02,4.446991980075836182e-01,4.457207396626472473e-02,6.695281863212585449e-01,6.882125735282897949e-01,2.044400453567504883e+00,6.505755186080932617e-01,-9.065291881561279297e-01,3.203512728214263916e-01,-2.000781893730163574e-01,6.957528591156005859e-01
-7.491512894630432129e-01,9.940470457077026367e-01,-2.476906776428222656e-01,-3.713268935680389404e-01,-5.297436714172363281e-01,3.780243098735809326e-01,-9.670040756464004517e-02,-7.198526859283447266e-01,7.003075480461120605e-01,-7.745954990386962891e-01,4.991719722747802734e-01,-2.245993465185165405e-01,-2.488250844180583954e-03,5.074091553688049316e-01,2.918421924114227295e-01,6.074258685111999512e-01,3.414297401905059814e-01,-6.059986948966979980e-01,-1.561094224452972412e-01,-3.010556697845458984e-01,8.633395433425903320e-01,-7.534772157669067383e-01,4.149509668350219727e-01,-2.279828310012817383e+00,6.728495359420776367e-01,5.897257924079895020e-01,-1.331181883811950684e+00,7.809381484985351562e-01,5.458224415779113770e-01,2.835631072521209717e-01,8.126652240753173828e-02,7.717674374580383301e-01
-5.650873184204101562e-01,6.707159876823425293e-01,1.961600929498672485e-01,-1.843843907117843628e-01,-3.079616427421569824e-01,9.942864626646041870e-02,-3.828662037849426270e-01,2.328519582748413086e+00,2.891215085983276367e-01,-5.960490703582763672e-01,6.643215417861938477e-01,-8.777518272399902344e-01,1.623731553554534912e-01,6.475008130073547363e-01,5.264848470687866211e-01,4.494319111108779907e-02,7.741137146949768066e-01,-5.320184230804443359e-01,-5.350223183631896973e-01,-3.640236258506774902e-01,7.306159138679504395e-01,2.094030231237411499e-01,6.828774213790893555e-01,-7.022857069969177246e-01,5.814767479896545410e-01,4.314894974231719971e-01,-6.520473361015319824e-01,8.693475723266601562e-01,-6.264764070510864258e-01,4.845896661281585693e-01,-2.359744310379028320e-01,6.864774823188781738e-01
